"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added"
"Final Goalie: Football simulator","0","0","6","0","0.38","0.38","0.06","N/A","0.0","6.90","14.99","40","0.16","2016-11-18"
"Tales [PC]","0","0","9","0","6.36","6.36","0.71","N/A","0.0","1.07","2.92","3","2.47","2016-11-18"
"Rage Wars","0","0","6","0","1.45","1.45","0.24","0.25","-4.2","1.56","0.30","39","0.63","2016-11-18"
"ICEY","0","0","7","0","1.27","1.27","0.18","0.24","-33.3","0.31","1.50","507","0.63","2016-11-18"
"Birdsketball","0","0","11","0","1.28","1.28","0.12","N/A","0.0","1.00","22.00","9","0.63","2016-11-18"
"CRACKHEAD","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.03","0.03","1139","0.13","2016-11-18"
"Dofus","0","0","6","0","3.25","3.25","0.54","0.50","7.4","0.00","4.01","14","1.41","2016-11-18"
"50 years","0","0","5","0","0.89","0.89","0.18","0.26","-44.4","0.47","0.10","18","0.47","2016-11-18"
"Madness","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","158","0.13","2016-11-18"
"Planet Coaster","0","0","6","0","0.71","0.71","0.12","0.16","-33.3","0.10","0.16","828","0.31","2016-11-17"
"Twixel","0","0","5","0","0.38","0.38","0.08","0.05","37.5","1.44","0.08","38","0.21","2016-11-17"
"In Extremis","0","0","8","0","1.26","1.26","0.16","N/A","0.0","0.27","2.64","13","0.56","2016-11-17"
"Creepy Castle","0","0","6","0","1.26","1.26","0.21","0.41","-95.2","0.49","0.76","14","0.55","2016-11-17"
"Bicyclism EP","0","0","5","0","0.36","0.36","0.07","N/A","0.0","1.87","2.73","28","0.18","2016-11-17"
"H-Hour: World's Elite","0","0","11","0","0.99","0.99","0.09","0.45","-400.0","1.03","16.35","15","0.47","2016-11-16"
"Fresh Body","0","0","5","0","0.73","0.73","0.15","0.14","6.7","3.31","3.49","26","0.39","2016-11-16"
"Kelvin and the Infamous Machine","0","0","6","0","1.31","1.31","0.22","N/A","0.0","0.44","0.20","21","0.57","2016-11-16"
"Escape From Nazi Labs","0","0","6","0","0.93","0.93","0.15","0.27","-80.0","0.36","3.75","22","0.39","2016-11-16"
"Remaining in a dream","0","0","5","0","0.24","0.24","0.05","0.04","20.0","0.03","0.03","669","0.13","2016-11-16"
"Azurea Juncture","0","0","5","0","2.19","2.19","0.44","N/A","0.0","88.64","2.34","17","1.15","2016-11-16"
"Cross Set","0","0","6","0","0.84","0.84","0.14","0.17","-21.4","2.39","0.03","14","0.37","2016-11-16"
"The Space Garden","0","0","9","0","0.40","0.40","0.04","0.09","-125.0","0.23","0.23","60","0.17","2016-11-16"
"Purgatory","0","0","5","0","0.29","0.29","0.06","0.03","50.0","0.03","0.03","488","0.16","2016-11-16"
"Mekazoo","0","0","10","0","1.20","1.20","0.12","N/A","0.0","0.43","0.10","12","0.52","2016-11-16"
"hack_me","0","0","7","0","0.29","0.29","0.04","0.04","0.0","0.10","0.06","458","0.14","2016-11-15"
"The Herbalist","0","0","6","0","1.24","1.24","0.21","0.27","-28.6","0.64","0.86","36","0.55","2016-11-15"
"Bloxiq VR","0","0","7","0","4.79","4.79","0.68","N/A","0.0","0.00","0.00","5","2.37","2016-11-15"
"Age of Cavemen","0","0","7","0","1.90","1.90","0.27","1.17","-333.3","0.60","214.04","12","0.94","2016-11-15"
"Silence","0","0","8","0","1.12","1.12","0.14","0.26","-85.7","0.33","1.50","44","0.49","2016-11-15"
"Abduction Bit","0","0","5","0","0.54","0.54","0.11","0.06","45.5","0.23","0.04","25","0.29","2016-11-15"
"Killbot","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.10","0.10","154","0.13","2016-11-15"
"Escape The Island","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.06","831","0.10","2016-11-15"
"Puppy Dog: Jigsaw Puzzles","0","0","6","0","0.32","0.32","0.05","0.03","40.0","0.05","0.09","297","0.13","2016-11-15"
"Puzzles At Mystery Manor","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.04","0.03","326","0.13","2016-11-15"
"Pirate Defense","0","0","5","0","1.95","1.95","0.39","N/A","0.0","0.00","0.00","7","1.02","2016-11-15"
"Mahjong Deluxe 2: Astral Planes","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.08","279","0.13","2016-11-15"
"Tyranny","0","0","9","0","0.85","0.85","0.09","0.14","-55.6","0.22","0.09","313","0.39","2016-11-15"
"Ludo Supremo","0","0","6","0","0.29","0.29","0.05","0.02","60.0","0.04","0.03","345","0.13","2016-11-15"
"Fantastic 4 In A Row 2","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.03","403","0.13","2016-11-15"
"Bayla Bunny","0","0","6","0","0.32","0.32","0.05","0.03","40.0","0.04","0.03","411","0.13","2016-11-15"
"Pure Heart","0","0","5","0","1.47","1.47","0.29","0.57","-96.6","82.53","0.44","9","0.76","2016-11-15"
"Chowderchu","0","0","8","0","0.35","0.35","0.04","0.03","25.0","0.04","0.07","79","0.14","2016-11-15"
"Spellstone","0","0","12","0","2.44","2.44","0.20","0.18","10.0","1.08","1.75","23","1.04","2016-11-15"
"Red Lake","0","0","5","0","0.23","0.23","0.05","0.03","40.0","0.03","0.03","1150","0.13","2016-11-15"
"BitRay","0","0","5","0","0.26","0.26","0.05","0.02","60.0","0.03","0.03","559","0.13","2016-11-15"
"Sandstorm","0","0","5","0","0.23","0.23","0.05","0.06","-20.0","0.05","0.04","542","0.13","2016-11-14"
"Aztecalypse","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.05","0.03","71","0.18","2016-11-14"
"Lone Leader","0","0","5","0","0.22","0.22","0.04","0.03","25.0","0.03","0.03","424","0.10","2016-11-14"
"Kung Fury: Street Rage","0","0","5","0","0.69","0.69","0.14","0.12","14.3","0.07","0.16","47","0.37","2016-11-14"
"ENIGMA:","0","0","8","0","1.78","1.78","0.22","N/A","0.0","2.46","6.35","13","0.77","2016-11-14"
"She Wants Me Dead","0","0","6","0","1.15","1.15","0.19","N/A","0.0","0.32","2.85","18","0.50","2016-11-14"
"ORBITAL","0","0","6","0","0.24","0.24","0.04","0.02","50.0","0.03","0.03","307","0.10","2016-11-14"
"Crazy Machines 3","0","0","9","0","0.83","0.83","0.09","0.09","0.0","0.21","6.53","35","0.39","2016-11-14"
"Motorsport Manager","0","0","6","0","0.70","0.70","0.12","0.13","-8.3","0.09","0.10","269","0.31","2016-11-14"
"Book Series - Alice in Wonderland","0","0","6","0","4.66","4.66","0.78","N/A","0.0","5.74","1.69","11","2.03","2016-11-14"
"Way of the Red","0","0","5","0","7.10","7.10","1.42","N/A","0.0","0.00","0.00","4","2.47","2016-11-13"
"Medieval Defenders","0","0","5","0","2.81","2.81","0.56","N/A","0.0","28.79","28.79","12","1.46","2016-11-12"
"Bad birthday","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.07","0.05","53","0.18","2016-11-12"
"Dynamic","0","0","5","0","0.24","0.24","0.05","0.03","40.0","0.05","0.03","343","0.13","2016-11-12"
"Tesla's Best Friend","0","0","9","0","0.47","0.47","0.05","0.03","40.0","0.16","0.14","53","0.22","2016-11-12"
"Fairyland: Fairy Power","0","0","6","0","0.24","0.24","0.04","0.02","50.0","0.04","0.03","565","0.10","2016-11-12"
"Anime Studio Simulator","0","0","5","0","1.91","1.91","0.38","0.68","-78.9","94.58","15.53","14","0.99","2016-11-12"
"Multimirror","0","0","5","0","0.52","0.52","0.10","0.06","40.0","1.18","0.14","37","0.26","2016-11-12"
"Resin","0","0","5","0","1.34","1.34","0.27","0.21","22.2","0.00","0.00","7","0.70","2016-11-12"
"Dishonored 2","0","0","8","0","1.14","1.14","0.14","0.16","-14.3","0.09","0.47","909","0.49","2016-11-12"
"CAFE 0 ~The Sleeping Beast~","0","0","10","0","1.99","1.99","0.20","N/A","0.0","0.52","28.55","10","0.87","2016-11-11"
"Lantern","0","0","5","0","2.20","2.20","0.44","N/A","0.0","0.53","6.29","13","1.15","2016-11-11"
"Perfect Fit - Totemland","0","0","6","0","1.00","1.00","0.17","N/A","0.0","1.05","79.03","6","0.44","2016-11-11"
"Pipejob","0","0","5","0","3.19","3.19","0.64","N/A","0.0","0.00","0.60","12","1.67","2016-11-11"
"Tales of the Elements FC","0","0","5","0","0.38","0.38","0.08","0.05","37.5","0.04","0.06","43","0.21","2016-11-11"
"Death's Hangover","0","0","6","0","0.34","0.34","0.06","0.03","50.0","0.25","0.04","94","0.16","2016-11-11"
"Invisible Mind","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.03","435","0.13","2016-11-11"
"peakvox Escape Virus HD","0","0","6","0","3.96","3.96","0.66","N/A","0.0","2.00","1.54","3","1.15","2016-11-11"
"Die for the Empire","0","0","5","0","0.39","0.39","0.08","0.04","50.0","0.05","0.04","63","0.21","2016-11-11"
"Soda Girls","0","0","7","0","2.29","2.29","0.33","N/A","0.0","2.67","1.72","10","1.15","2016-11-11"
"SENRAN KAGURA Bon Appetit!","0","0","5","0","2.10","2.10","0.42","0.49","-16.7","1.92","0.93","31","1.10","2016-11-10"
"Wonder Boy Returns","0","0","6","0","1.15","1.15","0.19","N/A","0.0","0.00","2.71","13","0.50","2016-11-10"
"Yesterday Origins","0","0","9","0","0.93","0.93","0.10","0.28","-180.0","0.66","1.12","33","0.43","2016-11-10"
"Magi Trials","0","0","6","0","2.16","2.16","0.36","N/A","0.0","3.68","1.98","18","0.94","2016-11-10"
"Slingshot people","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.03","0.04","560","0.13","2016-11-10"
"Meow-Jong Solitaire","0","0","5","0","2.27","2.27","0.45","1.67","-271.1","1.20","3.99","23","1.17","2016-11-10"
"MTB Downhill Simulator","0","0","14","0","6.40","6.40","0.46","1.40","-204.3","120.57","6.24","6","2.80","2016-11-10"
"Wheely","0","0","7","0","1.13","1.13","0.16","N/A","0.0","6.42","0.89","17","0.56","2016-11-10"
"The Atomy","0","0","5","0","0.25","0.25","0.05","0.03","40.0","0.05","0.04","165","0.13","2016-11-10"
"Ashes of the Singularity: Escalation","0","0","6","0","0.55","0.55","0.09","0.25","-177.8","0.29","1.38","89","0.23","2016-11-10"
"Disastr_Blastr","0","0","9","0","0.39","0.39","0.04","0.04","0.0","0.12","0.32","73","0.17","2016-11-10"
"PhysDrive","0","0","5","0","0.78","0.78","0.16","0.26","-62.5","1.99","0.07","30","0.42","2016-11-09"
"World of Tanks Blitz","0","0","9","0","1.44","1.44","0.16","0.25","-56.3","0.35","0.46","96","0.70","2016-11-09"
"Dawn's Light 2","0","0","6","0","0.41","0.41","0.07","0.04","42.9","0.23","0.23","53","0.18","2016-11-09"
"Super Jagua","0","0","8","0","0.43","0.43","0.05","0.12","-140.0","0.13","0.06","35","0.17","2016-11-09"
"Crispy Chicken","0","0","5","0","0.40","0.40","0.08","0.11","-37.5","0.44","0.08","49","0.21","2016-11-09"
"Don't Knock Twice","0","0","9","0","5.28","5.28","0.59","N/A","0.0","0.00","0.00","1","1.03","2016-11-09"
"Lost Grimoires: Stolen Kingdom","0","0","5","0","0.99","0.99","0.20","0.86","-330.0","0.60","0.62","14","0.52","2016-11-09"
"SPACE MOUSE","0","0","5","0","0.89","0.89","0.18","N/A","0.0","1.97","15.93","10","0.47","2016-11-09"
"Lethal VR","0","0","6","0","1.08","1.08","0.18","0.33","-83.3","0.00","0.00","22","0.47","2016-11-09"
"CountDown","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.05","0.10","360","0.16","2016-11-09"
"SOMBRERO: Spaghetti Western Mayhem","0","0","12","0","0.54","0.54","0.04","0.03","25.0","0.16","0.09","78","0.21","2016-11-09"
"Fiery Disaster","0","0","6","0","0.50","0.50","0.08","0.05","37.5","0.18","3.32","32","0.21","2016-11-08"
"Super Rad Raygun","0","0","9","0","1.96","1.96","0.22","N/A","0.0","0.00","8.91","10","0.96","2016-11-08"
"Hero Boy","0","0","10","0","2.13","2.13","0.21","N/A","0.0","0.00","0.00","8","0.91","2016-11-08"
"Redout","0","0","10","0","0.66","0.66","0.07","0.06","14.3","0.22","0.39","91","0.30","2016-11-08"
"VOI","0","0","5","0","0.56","0.56","0.11","0.09","18.2","0.06","0.07","38","0.29","2016-11-08"
"Trillion","0","0","9","0","2.33","2.33","0.26","0.24","7.7","0.17","2.89","43","1.13","2016-11-08"
"Switch 'N' Shoot","0","0","6","0","1.10","1.10","0.18","N/A","0.0","5.75","0.00","7","0.47","2016-11-07"
"Hero's Song","0","0","7","0","2.04","2.04","0.29","0.19","34.5","5.08","0.72","25","1.01","2016-11-07"
"WinKings","0","0","7","0","0.46","0.46","0.07","0.04","42.9","0.14","0.13","39","0.24","2016-11-07"
"Goblin and Coins","0","0","5","0","2.23","2.23","0.45","0.49","-8.9","0.20","0.92","11","1.17","2016-11-06"
"Autumn Dream","0","0","6","0","0.29","0.29","0.05","0.03","40.0","0.03","0.03","222","0.13","2016-11-06"
"SuperMoose","0","0","6","0","0.38","0.38","0.06","0.03","50.0","0.73","0.81","53","0.16","2016-11-06"
"Gear Gauntlet","0","0","5","0","0.38","0.38","0.08","0.07","12.5","0.25","0.28","39","0.21","2016-11-06"
"MegaRats","0","0","6","0","1.04","1.04","0.17","1.15","-576.5","0.00","0.00","6","0.44","2016-11-05"
"Camp Sunshine","0","0","5","0","0.43","0.43","0.09","0.33","-266.7","0.54","0.23","72","0.23","2016-11-05"
"Strongmind","0","0","5","0","0.24","0.24","0.05","0.04","20.0","0.03","0.03","284","0.13","2016-11-05"
"Beholder","0","0","6","0","0.50","0.50","0.08","0.07","12.5","0.23","0.09","339","0.21","2016-11-05"
"Demise of Nations","0","0","6","0","3.72","3.72","0.62","N/A","0.0","1.74","9.99","10","1.62","2016-11-05"
"Dead Age","0","0","9","0","0.66","0.66","0.07","0.08","-14.3","2.17","0.30","48","0.30","2016-11-04"
"Pirate Pop Plus","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.04","0.04","105","0.16","2016-11-04"
"Space Merchants: Arena","0","0","6","0","2.79","2.79","0.47","N/A","0.0","0.78","6.02","14","1.23","2016-11-04"
"WayOut","0","0","6","0","0.52","0.52","0.09","0.06","33.3","0.07","0.03","92","0.23","2016-11-04"
"Bloody Streets","0","0","5","0","0.49","0.49","0.10","0.05","50.0","2.44","0.07","30","0.26","2016-11-04"
"Iron Sky Invasion","0","0","15","0","0.70","0.70","0.05","0.04","20.0","0.10","0.28","63","0.35","2016-11-04"
"Ittle Dew 2","0","0","5","0","1.09","1.09","0.22","N/A","0.0","0.94","0.76","23","0.57","2016-11-04"
"Digimon Masters Online","0","0","14","0","3.29","3.29","0.24","0.17","29.2","7.14","12.35","17","1.46","2016-11-04"
"CrossWorlds: Escape","0","0","6","0","0.38","0.38","0.06","N/A","0.0","2.90","3.86","52","0.16","2016-11-04"
"That's Mahjong!","0","0","6","0","1.70","1.70","0.28","N/A","0.0","1.25","1.88","14","0.73","2016-11-04"
"Exteria","0","0","6","0","0.40","0.40","0.07","0.05","28.6","0.24","0.18","194","0.18","2016-11-04"
"TRI.DEFENDER","0","0","6","0","2.36","2.36","0.39","N/A","0.0","12.21","2.13","8","1.02","2016-11-04"
"Dinosaur Forest","0","0","5","0","0.47","0.47","0.09","0.06","33.3","0.05","0.06","42","0.23","2016-11-04"
"Moto Racer  4","0","0","9","0","2.88","2.88","0.32","0.81","-153.1","62.27","0.61","11","1.39","2016-11-04"
"Space Journey","0","0","9","0","0.30","0.30","0.03","0.02","33.3","0.03","0.06","417","0.13","2016-11-04"
"Xanadu Next","0","0","6","0","1.54","1.54","0.26","N/A","0.0","1.15","5.18","28","0.68","2016-11-03"
"Anthelion","0","0","6","0","2.45","2.45","0.41","N/A","0.0","0.57","8.68","9","1.07","2016-11-03"
"Codex of Victory","0","0","5","0","0.70","0.70","0.14","2.97","-2,021.4","0.38","0.65","17","0.37","2016-11-03"
"StarsOne","0","0","6","0","0.77","0.77","0.13","0.28","-115.4","3.83","1.30","21","0.34","2016-11-03"
"Adam's Venture Chronicles","0","0","6","0","0.51","0.51","0.09","0.08","11.1","0.09","0.08","28","0.23","2016-11-03"
"YANKAI'S TRIANGLE","0","0","5","0","2.50","2.50","0.50","36.33","-7,166.0","40.34","0.69","11","1.30","2016-11-03"
"Heart and Seoul","0","0","5","0","2.88","2.88","0.58","N/A","0.0","2.62","1.32","13","1.51","2016-11-03"
"Ship It","0","0","5","0","13.43","13.43","2.69","N/A","0.0","0.00","0.00","3","7.02","2016-11-02"
"Red Comrades 2: For the Great Justice. Reloaded","0","0","6","0","1.27","1.27","0.21","0.20","4.8","2.51","0.95","17","0.55","2016-11-02"
"CapRiders: Euro Soccer","0","0","8","0","2.07","2.07","0.26","N/A","0.0","0.00","5.32","8","0.90","2016-11-02"
"ASSASSINATION BOX","0","0","5","0","0.26","0.26","0.05","0.04","20.0","0.04","0.09","437","0.13","2016-11-02"
"Portal Key","0","0","5","0","0.35","0.35","0.07","0.04","42.9","0.04","0.03","30","0.18","2016-11-02"
"Candle","0","0","7","0","0.78","0.78","0.11","0.32","-190.9","0.44","0.37","20","0.38","2016-11-02"
"Robot Exploration Squad","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.09","0.10","37","0.17","2016-11-02"
"Squad","0","0","9","0","0.95","0.95","0.11","0.13","-18.2","0.09","0.19","291","0.48","2016-11-02"
"Jeeboman","0","0","7","0","0.80","0.80","0.11","0.10","9.1","1.09","0.72","13","0.38","2016-11-02"
"Julai","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.06","0.03","160","0.18","2016-11-02"
"Above - VR","0","0","5","0","0.61","0.61","0.12","0.19","-58.3","0.00","0.95","13","0.31","2016-11-02"
"Memory's Dogma CODE:01","0","0","7","0","2.14","2.14","0.31","0.51","-64.5","2.12","2.23","13","1.08","2016-11-02"
"Eisenwald: Blood of November","0","0","5","0","0.43","0.43","0.09","0.06","33.3","0.13","0.18","62","0.23","2016-11-01"
"Zombie Party","0","0","5","0","0.45","0.45","0.09","0.10","-11.1","0.82","0.30","39","0.23","2016-11-01"
"Owlboy","0","0","9","0","0.73","0.73","0.08","0.10","-25.0","1.23","0.15","154","0.35","2016-11-01"
"Ghostdream","0","0","6","0","1.32","1.32","0.22","0.24","-9.1","0.07","0.99","13","0.57","2016-11-01"
"Through the Woods","0","0","5","0","1.30","1.30","0.26","N/A","0.0","0.45","2.15","28","0.68","2016-11-01"
"Carmageddon: Max Damage","0","0","8","0","0.68","0.68","0.09","0.09","0.0","1.36","0.14","96","0.31","2016-11-01"
"Cossacks 3","0","0","8","0","0.70","0.70","0.09","0.07","22.2","0.18","0.28","178","0.31","2016-11-01"
"Mosaic: Game of Gods","0","0","5","0","1.00","1.00","0.20","2.75","-1,275.0","4.02","0.92","6","0.52","2016-11-01"
"Super Dungeon Bros","0","0","7","0","0.91","0.91","0.13","1.15","-784.6","0.93","0.37","19","0.45","2016-11-01"
"Parasite","0","0","6","0","2.45","2.45","0.41","N/A","0.0","0.60","2.13","11","1.07","2016-10-31"
"Max Stern","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.05","0.05","259","0.16","2016-10-31"
"Frog Climbers","0","0","5","0","0.39","0.39","0.08","0.06","25.0","0.32","0.07","30","0.21","2016-10-31"
"Puzzles Under The Hill","0","0","6","0","0.29","0.29","0.05","0.03","40.0","0.03","0.03","411","0.13","2016-10-31"
"Pepe Porcupine","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.06","0.03","413","0.13","2016-10-31"
"PHAT PHROG","0","0","5","0","1.43","1.43","0.29","0.48","-65.5","0.00","0.00","6","0.76","2016-10-31"
"Mini Golf Mundo","0","0","6","0","0.36","0.36","0.06","0.03","50.0","0.05","0.03","354","0.16","2016-10-31"
"Fourtex Jugo","0","0","5","0","1.74","1.74","0.35","N/A","0.0","1.78","0.00","9","0.91","2016-10-31"
"The Beard in the Mirror","0","0","6","0","2.06","2.06","0.34","N/A","0.0","0.00","0.00","3","0.89","2016-10-31"
"Scary Humans","0","0","5","0","3.30","3.30","0.66","N/A","0.0","0.00","0.00","2","1.15","2016-10-30"
"Ball of Wonder","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.07","0.04","56","0.18","2016-10-30"
"Four Realms","0","0","8","0","2.57","2.57","0.32","N/A","0.0","0.00","0.00","6","1.11","2016-10-30"
"The Divine Paradox","0","0","7","0","1.26","1.26","0.18","N/A","0.0","0.00","0.00","7","0.63","2016-10-30"
"Anomalies","0","0","5","0","3.47","3.47","0.69","N/A","0.0","0.91","7.97","16","1.80","2016-10-30"
"Subterra","0","0","5","0","0.67","0.67","0.13","0.09","30.8","13.64","0.11","12","0.34","2016-10-30"
"Space Beret","0","0","6","0","0.24","0.24","0.04","0.03","25.0","0.03","0.03","457","0.10","2016-10-30"
"Rush for gold: California","0","0","5","0","0.21","0.21","0.04","0.03","25.0","0.03","0.03","395","0.10","2016-10-29"
"Alpha Decay","0","0","5","0","0.52","0.52","0.10","0.06","40.0","0.12","1.48","24","0.26","2016-10-29"
"JumpBall","0","0","5","0","0.24","0.24","0.05","0.05","0.0","0.04","0.03","422","0.13","2016-10-29"
"Sweet Volley High","0","0","5","0","2.36","2.36","0.47","N/A","0.0","1.27","6.76","10","1.23","2016-10-29"
"Elems","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.32","0.07","43","0.18","2016-10-29"
"MYTH","0","0","8","0","2.70","2.70","0.34","N/A","0.0","0.69","1.23","14","1.18","2016-10-29"
"Orwell","0","0","6","0","0.60","0.60","0.10","0.08","20.0","0.19","0.09","111","0.26","2016-10-29"
"The Eyes of Ara","0","0","9","0","1.34","1.34","0.15","N/A","0.0","0.35","3.85","12","0.65","2016-10-29"
"Underground Keeper","0","0","6","0","0.64","0.64","0.11","0.18","-63.6","3.10","2.12","15","0.29","2016-10-29"
"Clockwork Empires","0","0","7","0","0.59","0.59","0.08","0.16","-100.0","1.69","0.22","38","0.28","2016-10-29"
"Wild Frontera","0","0","8","0","0.46","0.46","0.06","0.03","50.0","1.47","0.07","43","0.21","2016-10-29"
"hocus","0","0","8","0","0.60","0.60","0.08","0.08","0.0","0.14","0.22","35","0.28","2016-10-29"
"GO AWAY, THERE'S KUMIS OVER THERE!","0","0","6","0","1.72","1.72","0.29","0.16","44.8","0.58","3.57","25","0.76","2016-10-28"
